IMA11	IMA12	IMA13	IMA14	IMA15	IMA16	IMA17	IMA18	IMA19	IMA20	IMA2	IMA21	IMA22	IMA23	IMA24	IMA25	IMA26	IMA27	IMA28	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10
DarkBlue	Chevron	DarkBlue	Rabbit_Probe	Dodecagon	Tie_Probe	DarkPurple_Probe	Star_Probe	DarkGray	DarkBlue_Probe	Lock	Nail	Spike	Stickyhand_Probe	DarkGray_Probe	Heart	Chevron	Heart	Crowbar	Chevron	LightYellow_Probe	Pacman	LightYellow	Rabbit_Probe	Hat	Spade	LeftArrow
DarkBlue	Chevron	DarkBlue	Rabbit_Probe	Dodecagon	Tie_Probe	DarkPurple_Probe	Star_Probe	DarkGray	DarkBlue_Probe	Lock	Nail	Spike	Stickyhand_Probe	DarkGray_Probe	Heart	Chevron	Heart	Crowbar	Chevron	LightYellow_Probe	Pacman	LightYellow	Rabbit_Probe	Hat	Spade	LeftArrow
DarkBlue	Chevron	DarkBlue	Rabbit_Probe	Dodecagon	Tie_Probe	DarkPurple_Probe	Star_Probe	DarkGray	DarkBlue_Probe	Lock	Nail	Spike	Stickyhand_Probe	DarkGray_Probe	Heart	Chevron	Heart	Crowbar	Chevron	LightYellow_Probe	Pacman	LightYellow	Rabbit_Probe	Hat	Spade	LeftArrow
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Rabbit_Choice	Background	Tie_Choice	DarkPurple_Choice	Star_Choice	Background	DarkBlue_Choice	Background	Background	Background	Stickyhand_Choice	DarkGray_Choice	Background	Background	Background	Background	Background	LightYellow_Choice	Background	Background	Rabbit_Choice	Background	Background	Background
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Diamond_Probe	Puzzle_Probe	Stickyhand	DarkGray	Jellyfish	DarkPurple	Bar	Puzzle_Probe	Pacman_Probe	Chevron	Stickyhand_Probe	DarkGray	Ditto	LightTurquiose	Spike_Probe	Venn_Probe	Hourglass	Bar_Probe	UpArrow_Probe	LightYellow	Spike	Diamond	Gem	LightRed	LeftArrow	Ditto	DarkGray
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond_Choice	Puzzle_Choice	Background	Background	Background	Background	Background	Puzzle_Choice	Pacman_Choice	Background	Stickyhand_Choice	Background	Background	Background	Spike_Choice	Venn_Choice	Background	Bar_Choice	UpArrow_Choice	Background	Background	Background	Background	Background	Background	Background	Background
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Stickyhand	LightRed_Probe	Dodecagon_Probe	Jellyfish	LightRed	Bar	Jellyfish	LightTurquiose	Spike_Probe	Bar	LightRed	LeftArrow	LightRed	Bar	House	DarkRed	DarkTurquiose	LightPurple	DarkGreen	Spade_Probe	Chevron	DarkYellow	Diamond_Probe	Tie	DarkGray	LightTurquiose	Spike
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	LightRed_Choice	Dodecagon_Choice	Background	Background	Background	Background	Background	Spike_Choice	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Spade_Choice	Background	Background	Diamond_Choice	Background	Background	Background	Background
DarkGray_Probe	Pacman	LightYellow	Hourglass	UpArrow	LeftArrow	LightGray	Acorn	LightTurquiose	LightBlue	Rabbit	Hat_Probe	Hat_Probe	Ditto	DarkTurquiose	Crowbar	Crowbar_Probe	House	Gem	Tie	DarkGray	Bell	LightGray	UpArrow_Probe	Dodecagon	Bar	Star
DarkGray_Probe	Pacman	LightYellow	Hourglass	UpArrow	LeftArrow	LightGray	Acorn	LightTurquiose	LightBlue	Rabbit	Hat_Probe	Hat_Probe	Ditto	DarkTurquiose	Crowbar	Crowbar_Probe	House	Gem	Tie	DarkGray	Bell	LightGray	UpArrow_Probe	Dodecagon	Bar	Star
DarkGray_Probe	Pacman	LightYellow	Hourglass	UpArrow	LeftArrow	LightGray	Acorn	LightTurquiose	LightBlue	Rabbit	Hat_Probe	Hat_Probe	Ditto	DarkTurquiose	Crowbar	Crowbar_Probe	House	Gem	Tie	DarkGray	Bell	LightGray	UpArrow_Probe	Dodecagon	Bar	Star
DarkGray_Probe	Pacman	LightYellow	Hourglass	UpArrow	LeftArrow	LightGray	Acorn	LightTurquiose	LightBlue	Rabbit	Hat_Probe	Hat_Probe	Ditto	DarkTurquiose	Crowbar	Crowbar_Probe	House	Gem	Tie	DarkGray	Bell	LightGray	UpArrow_Probe	Dodecagon	Bar	Star
DarkGray_Probe	Pacman	LightYellow	Hourglass	UpArrow	LeftArrow	LightGray	Acorn	LightTurquiose	LightBlue	Rabbit	Hat_Probe	Hat_Probe	Ditto	DarkTurquiose	Crowbar	Crowbar_Probe	House	Gem	Tie	DarkGray	Bell	LightGray	UpArrow_Probe	Dodecagon	Bar	Star
DarkGray_Probe	Pacman	LightYellow	Hourglass	UpArrow	LeftArrow	LightGray	Acorn	LightTurquiose	LightBlue	Rabbit	Hat_Probe	Hat_Probe	Ditto	DarkTurquiose	Crowbar	Crowbar_Probe	House	Gem	Tie	DarkGray	Bell	LightGray	UpArrow_Probe	Dodecagon	Bar	Star
